0,"(0.8, 1)",7976579,0,19331106,257.55087780952454
1,"(0.2, 25)",0,4017220,0,44.89116430282593
1,"(0.1, 10)",16916,3848060,56611,45.222914934158325
1,"(0.8, 10)",26698,3750240,83555,45.317442178726196
1,"(0.2, 10)",19286,3824360,63867,45.36060857772827
1,"(0.2, 5)",436118,1023575,1771555,49.802608489990234
1,"(0.1, 5)",409056,1232419,1647675,49.83668899536133
1,"(0.8, 5)",522761,337308,2131770,50.56749892234802
1,"(0.1, 1)",1114407,0,4017220,53.3870108127594
1,"(0.2, 1)",977388,0,4017220,53.44106101989746
1,"(0.8, 1)",543470,0,4017220,53.800666093826294
1,"(0.1, 25)",0,4017220,0,46.180017948150635
1,"(0.05, 10)",14569,3871530,48961,47.60867142677307
1,"(0.05, 5)",379926,1452683,1516070,52.039116621017456
1,"(0.01, 10)",8447,3932750,28907,48.48733305931091
1,"(0.01, 25)",0,4017220,0,47.47426772117615
1,"(0.01, 5)",293284,2088984,1111590,51.7325005531311
1,"(0.05, 1)",1263714,0,4017220,56.55493950843811
1,"(0.01, 1)",1721855,0,4017220,55.77505302429199
2,"(0.8, 5)",383909,211091,4731588,96.44764494895935
2,"(0.8, 1)",351477,0,6966762,97.97659873962402
2,"(0.8, 10)",300007,1498275,2684231,91.1972324848175
2,"(0.2, 25)",29569,6011868,277711,87.44440817832947
2,"(0.2, 10)",253919,2477008,2260404,93.20445466041565
2,"(0.2, 5)",388289,1159775,4064784,96.30944991111755
2,"(0.2, 1)",1104050,0,6966762,100.92394304275513
2,"(0.1, 5)",382219,1454952,3838330,95.37322688102722
2,"(0.1, 10)",239010,2781849,2106481,92.56062030792236
2,"(0.1, 1)",1341953,0,6966762,101.46005082130432
3,"(0.8, 1)",32651,0,2254458,33.80688261985779
3,"(0.8, 5)",40974,39864,1682535,32.50266647338867
2,"(0.1, 25)",27145,6093873,254564,86.85953497886658
2,"(0.05, 1)",1599922,0,6966762,98.5579149723053
3,"(0.8, 10)",43717,242317,1182203,32.180391788482666
3,"(0.2, 1)",264148,0,2254458,33.44827198982239
3,"(0.2, 5)",59166,304847,1470475,31.920957565307617
2,"(0.05, 5)",373837,1771325,3592103,96.37276196479797
2,"(0.05, 10)",222553,3106258,1937026,92.14222311973572
3,"(0.2, 10)",44410,551116,1011868,30.506073474884033
2,"(0.01, 10)",172594,4050194,1411978,89.69822454452515
2,"(0.01, 25)",16961,6430634,151950,89.08611941337585
2,"(0.01, 5)",333184,2749184,2820810,93.47213101387024
2,"(0.01, 1)",2409589,0,6966762,101.34317016601562
3,"(0.2, 25)",21700,1168245,355507,29.90769338607788
3,"(0.1, 5)",61749,387009,1400321,31.625824689865112
3,"(0.1, 1)",336945,0,2254458,32.75546741485596
3,"(0.1, 10)",43762,642674,954883,31.03918194770813
3,"(0.1, 25)",20523,1239872,331760,29.84078359603882
3,"(0.05, 1)",415202,0,2254458,33.84001183509827
3,"(0.05, 5)",63783,476309,1323686,32.38803768157959
3,"(0.05, 10)",42816,741885,891311,30.98330783843994
3,"(0.01, 1)",663391,0,2254458,33.1996009349823
3,"(0.01, 5)",65495,762735,1070287,30.762725591659546
3,"(0.01, 10)",37887,1042284,687812,30.46027946472168
3,"(0.01, 25)",15488,1538716,221697,28.867913961410522
4,"(0.8, 1)",18931,0,3485001,52.52927303314209
4,"(0.8, 10)",35421,297921,1949294,51.208558797836304
4,"(0.8, 5)",29050,54751,2670785,52.91335463523865
4,"(0.2, 25)",22241,1566476,607854,46.96405053138733
4,"(0.2, 1)",387343,0,3485001,53.32243347167969
4,"(0.2, 10)",42662,768668,1659025,50.820611000061035
4,"(0.2, 5)",57602,467205,2326961,52.295090675354004
4,"(0.1, 5)",62142,591248,2215258,52.108959913253784
4,"(0.1, 1)",500128,0,3485001,53.67108726501465
4,"(0.1, 10)",43558,906191,1562791,49.8050639629364
5,"(0.8, 1)",1124,0,756292,10.66364574432373
5,"(0.8, 5)",3048,12122,586592,10.729509830474854
5,"(0.8, 10)",4535,63773,428958,10.541280031204224
4,"(0.1, 25)",21432,1686948,565103,46.40383815765381
5,"(0.2, 1)",93742,0,756292,11.132693529129028
5,"(0.2, 5)",10509,114521,499951,10.977995872497559
5,"(0.2, 10)",6808,182645,353266,10.729242324829102
5,"(0.2, 25)",3217,338187,124781,9.8141450881958
4,"(0.05, 5)",66128,723090,2095071,51.59114742279053
4,"(0.05, 1)",618526,0,3485001,53.727413177490234
4,"(0.05, 10)",43832,1054504,1457867,49.032382011413574
4,"(0.01, 5)",73470,1141624,1709873,50.27608919143677
4,"(0.01, 10)",42157,1511740,1124544,49.98019766807556
4,"(0.01, 1)",988548,0,3485001,52.15762734413147
5,"(0.1, 1)",121467,0,756292,11.347482442855835
5,"(0.1, 10)",6987,215658,330350,10.22998309135437
5,"(0.1, 5)",11587,145054,473169,10.924461126327515
5,"(0.1, 25)",3141,365297,114746,10.053229808807373
4,"(0.01, 25)",17287,2189168,380957,47.42436647415161
5,"(0.05, 1)",148509,0,756292,11.225609540939331
5,"(0.05, 5)",12578,174526,445134,10.59188175201416
5,"(0.05, 10)",7048,248623,305552,10.56408405303955
5,"(0.01, 1)",229762,0,756292,11.342201232910156
5,"(0.01, 5)",14160,267064,355129,10.473938465118408
5,"(0.01, 10)",7085,348247,227849,10.07634973526001
5,"(0.01, 25)",2624,479448,73903,9.814996719360352
6,"(0.8, 1)",382,0,675460,10.289576053619385
6,"(0.8, 5)",1941,12114,523651,10.036289691925049
6,"(0.8, 10)",2904,57267,385673,9.914838790893555
6,"(0.2, 1)",99972,0,675460,10.24860405921936
6,"(0.2, 5)",8584,120498,434413,9.68286418914795
6,"(0.2, 10)",5633,178068,311668,9.65301251411438
6,"(0.2, 25)",2760,323887,109554,8.924508094787598
6,"(0.1, 1)",128984,0,675460,10.440423011779785
6,"(0.1, 5)",9815,151817,408564,9.703466892242432
6,"(0.1, 10)",5915,211494,290744,9.404383420944214
6,"(0.1, 25)",2661,350702,100717,8.871844053268433
7,"(0.8, 1)",20,0,139676,2.0847132205963135
7,"(0.8, 5)",430,4151,101637,1.9644055366516113
7,"(0.8, 10)",650,18517,70360,1.89695405960083
6,"(0.05, 1)",156604,0,675460,10.00099802017212
6,"(0.05, 5)",10485,181843,383578,9.769612312316895
7,"(0.2, 1)",33849,0,139676,2.017890214920044
7,"(0.2, 5)",2467,39756,75725,1.8858048915863037
7,"(0.2, 10)",1485,54385,50172,1.8471860885620117
6,"(0.05, 10)",5977,242744,269386,9.571041345596313
7,"(0.2, 25)",587,90447,12770,1.751589298248291
7,"(0.1, 1)",42039,0,139676,1.9848003387451172
6,"(0.01, 1)",228234,0,675460,10.039523601531982
7,"(0.1, 5)",2605,48409,68747,1.9222972393035889
7,"(0.1, 10)",1557,63169,44401,1.7713429927825928
7,"(0.1, 25)",541,97296,11128,1.716299057006836
6,"(0.01, 10)",6308,326223,201629,9.3067946434021
6,"(0.01, 5)",11820,260383,309471,9.631593227386475
7,"(0.05, 5)",2701,57151,61964,1.8723537921905518
7,"(0.05, 1)",50384,0,139676,2.042262315750122
7,"(0.05, 10)",1552,71709,39608,1.801971435546875
7,"(0.01, 1)",67566,0,139676,1.9727041721343994
7,"(0.01, 5)",2683,73617,49562,1.8187127113342285
7,"(0.01, 10)",1449,86762,28970,1.7724533081054688
7,"(0.01, 25)",410,114582,5926,1.7354674339294434
6,"(0.01, 25)",2097,451033,62782,9.024596452713013
8,"(0.8, 1)",9,0,161643,2.4920296669006348
8,"(0.8, 10)",428,11365,94897,2.2358109951019287
8,"(0.8, 5)",223,2144,128535,2.4688491821289062
8,"(0.2, 1)",14748,0,161643,2.5164687633514404
8,"(0.2, 5)",1567,20187,108873,2.3438384532928467
8,"(0.2, 10)",1200,36703,73168,2.227965831756592
8,"(0.2, 25)",574,81358,26519,2.2490339279174805
8,"(0.1, 5)",2112,27870,100626,2.271091938018799
8,"(0.1, 1)",21075,0,161643,2.3990437984466553
8,"(0.1, 10)",1545,46694,65093,2.2537829875946045
8,"(0.1, 25)",555,90647,23260,2.1194496154785156
8,"(0.05, 1)",29024,0,161643,2.411916494369507
8,"(0.05, 5)",2799,37577,90722,2.329298734664917
8,"(0.05, 10)",1784,59403,57275,2.2729411125183105
8,"(0.01, 5)",3806,69930,61256,2.2109715938568115
8,"(0.01, 1)",56051,0,161643,2.3637962341308594
8,"(0.01, 10)",1484,94159,33775,2.158921241760254
8,"(0.01, 25)",460,123366,8539,2.0863819122314453
9,"(0.2, 25)",88795,10514836,2859073,315.1512565612793
9,"(0.1, 10)",173620,7164049,8410473,340.9763169288635
9,"(0.2, 10)",159112,5855518,9336351,349.6646840572357
9,"(0.1, 5)",260307,5354592,12559190,358.3252341747284
9,"(0.2, 5)",220696,4141046,13658194,362.33315324783325
9,"(0.8, 10)",78048,1748282,12303231,364.0808460712433
9,"(0.8, 5)",48542,375100,17031186,382.4399461746216
9,"(0.1, 1)",4563366,0,22246932,388.87496066093445
9,"(0.2, 1)",3434600,0,22246932,391.14912128448486
9,"(0.8, 1)",1,0,22246932,400.71999502182007
9,"(0.1, 25)",88849,11746323,2522708,309.2896978855133
9,"(0.05, 10)",184962,8476831,7502499,333.35616159439087
9,"(0.01, 25)",70767,16292401,1404052,306.88420605659485
9,"(0.01, 5)",355127,9933871,8474307,332.5545072555542
9,"(0.05, 5)",293806,6575273,11470602,348.02870059013367
9,"(0.01, 10)",196768,12120122,5062002,327.95595812797546
9,"(0.05, 1)",5692648,0,22246932,386.4979703426361
9,"(0.01, 1)",8775420,0,22246932,376.8701093196869
1,"(0.5, 3)",550875,266067,3087474,52.40938878059387
1,"(0.8, 3)",543470,0,3305089,53.25047063827515
1,"(0.3, 3)",545162,413045,2958744,53.40120244026184
1,"(0.1, 3)",529813,678189,2719020,52.81825566291809
1,"(0.5, 5)",476379,708631,1953643,50.76638126373291
1,"(0.3, 5)",452388,897208,1846117,52.02152490615845
2,"(0.5, 3)",419173,371707,5713859,98.03259634971619
1,"(0.5, 3)",550875,266067,3087474,52.57408308982849
1,"(0.8, 3)",543470,0,3305089,54.11223649978638
1,"(0.5, 3)",550875,266067,3087474,53.122501611709595
1,"(0.8, 3)",543470,0,3305089,53.71240186691284
1,"(0.3, 3)",545162,413045,2958744,53.95463967323303
1,"(0.1, 3)",529813,678189,2719020,53.485069274902344
1,"(0.5, 5)",476379,708631,1953643,51.69100546836853
1,"(0.3, 5)",452388,897208,1846117,52.548197507858276
2,"(0.5, 3)",419173,371707,5713859,99.57935905456543
2,"(0.6, 3)",405591,264424,5810787,97.41271877288818
2,"(0.3, 3)",438980,590813,5507560,97.19948863983154
2,"(0.2, 3)",448427,737071,5367223,96.43969678878784
2,"(0.5, 5)",392691,712529,4397698,96.1331787109375
2,"(0.6, 5)",392360,576995,4490272,95.4411633014679
2,"(0.3, 5)",390572,983514,4199948,95.625079870224
3,"(0.5, 3)",55995,106082,1916213,32.97918701171875
3,"(0.6, 3)",50587,74544,1946325,32.64963364601135
3,"(0.3, 3)",65159,171503,1852548,32.696232318878174
3,"(0.2, 3)",69685,215075,1809933,32.25237488746643
3,"(0.5, 5)",53128,176414,1575300,31.807377338409424
3,"(0.6, 5)",50428,138061,1605671,31.97304344177246
3,"(0.3, 5)",57181,254691,1512242,31.587604522705078
4,"(0.5, 3)",52360,174026,2982147,51.99812316894531
4,"(0.6, 3)",44233,122654,3030830,52.33546590805054
4,"(0.3, 3)",65276,278406,2879754,52.10921621322632
4,"(0.2, 3)",71927,346832,2812642,52.18610882759094
4,"(0.5, 5)",47431,270042,2496583,51.39042615890503
4,"(0.6, 5)",43075,210104,2545380,52.08716154098511
4,"(0.3, 5)",54129,390222,2394970,50.953160762786865
5,"(0.5, 3)",9206,43614,646482,10.950002193450928
5,"(0.6, 3)",7254,30974,658365,10.928962230682373
5,"(0.3, 3)",12497,69721,621233,10.841935157775879
5,"(0.1, 3)",16428,114001,577053,10.842751502990723
5,"(0.2, 3)",14094,86876,604226,10.896942377090454
5,"(0.5, 5)",7798,65541,542584,10.782678127288818
5,"(0.05, 3)",18358,140601,550060,10.816336631774902
5,"(0.6, 5)",6595,50833,554772,10.987696170806885
5,"(0.3, 5)",9575,95457,516882,10.793325901031494
6,"(0.5, 3)",7287,48337,565876,9.952503681182861
6,"(0.6, 3)",5637,34663,578475,10.073704719543457
6,"(0.3, 3)",10219,76812,538532,9.852116584777832
6,"(0.1, 3)",14209,123310,494979,9.87672758102417
6,"(0.2, 3)",12014,94891,521514,9.885045528411865
6,"(0.5, 5)",5925,68397,477711,9.756571054458618
6,"(0.05, 3)",16082,150490,469621,9.659612894058228
6,"(0.6, 5)",4946,53142,490380,9.728304624557495
6,"(0.3, 5)",7728,99963,451125,9.661492109298706
7,"(0.08, 5)",2653,51258,66376,1.8343377113342285
7,"(0.5, 3)",2499,18392,106879,1.904968023300171
7,"(0.6, 3)",1941,13349,111296,1.9203894138336182
7,"(0.3, 3)",3201,27630,98999,1.8775794506072998
7,"(0.1, 3)",3900,40786,87091,1.8416938781738281
7,"(0.2, 3)",3507,32627,94570,1.874913215637207
7,"(0.5, 5)",1908,25075,86563,1.8566815853118896
7,"(0.05, 3)",4117,49307,79178,1.8433499336242676
7,"(0.3, 5)",2334,34470,79866,1.8501288890838623
8,"(0.08, 5)",2319,30687,97558,2.2071352005004883
8,"(0.5, 3)",979,5991,141496,2.311163902282715
8,"(0.6, 3)",689,3993,143651,2.369049072265625
8,"(0.3, 3)",1689,10559,136476,2.2917861938476562
8,"(0.1, 3)",3112,19659,126190,2.3479063510894775
8,"(0.2, 3)",2200,13802,132946,2.3091635704040527
8,"(0.15, 3)",2609,16166,130169,2.295599937438965
8,"(0.25, 3)",1929,11983,134917,2.3432793617248535
8,"(0.5, 5)",852,10184,119715,2.292414665222168
8,"(0.05, 3)",4135,27272,117927,2.2541463375091553
8,"(0.3, 5)",1290,16020,113382,2.3215951919555664
8,"(0.15, 5)",1819,23283,105552,2.2878222465515137
8,"(0.25, 5)",1406,17894,111304,2.258129596710205
9,"(0.08, 5)",271817,5741796,12212774,349.4631724357605
9,"(0.5, 3)",170151,1653149,18480397,371.40737771987915
9,"(0.6, 3)",125082,1167229,18953471,379.2150225639343
9,"(0.3, 3)",254910,2673463,17452652,373.1759088039398
9,"(0.1, 3)",378530,4480491,15639101,359.8626046180725
9,"(0.2, 3)",306054,3363660,16755549,365.4236114025116
9,"(0.15, 3)",337424,3832277,16287492,365.7033689022064
9,"(0.25, 3)",278947,2990340,17132218,368.32245659828186
9,"(0.5, 5)",143095,2258015,15396684,361.7857732772827
9,"(0.05, 3)",443316,5602054,14525221,354.5325677394867
9,"(0.3, 5)",192252,3384508,14354608,357.1403980255127
9,"(0.15, 5)",237938,4651654,13194552,353.26300740242004
9,"(0.25, 5)",205888,3732277,14033142,354.8070363998413
